"Title: Adult Self-Reported Health Status | KFF State Health Facts"
"Timeframe: 2021"
"Location","Poor","Fair","Good","Very Good","Excellent",Footnotes
"United States","0.040","0.124","0.314","0.333","0.189","1"
"Alabama","0.057","0.148","0.341","0.305","0.148"
"Alaska","0.034","0.118","0.317","0.341","0.190"
"Arizona","0.040","0.120","0.303","0.332","0.205"
"Arkansas","0.069","0.160","0.323","0.297","0.151"
"California","0.040","0.128","0.326","0.298","0.208"
"Colorado","0.032","0.104","0.294","0.364","0.206"
"Connecticut","0.027","0.095","0.289","0.365","0.224"
"Delaware","0.034","0.109","0.324","0.339","0.193"
"District of Columbia","0.029","0.102","0.268","0.371","0.230"
"Florida","N/A","N/A","N/A","N/A","N/A"
"Georgia","0.044","0.135","0.320","0.322","0.178"
"Hawaii","0.027","0.101","0.312","0.346","0.214"
"Idaho","0.039","0.105","0.296","0.351","0.208"
"Illinois","0.033","0.103","0.321","0.356","0.186"
"Indiana","0.048","0.126","0.331","0.336","0.159"
"Iowa","0.028","0.108","0.343","0.353","0.169"
"Kansas","0.034","0.110","0.327","0.359","0.170"
"Kentucky","0.072","0.153","0.304","0.300","0.171"
"Louisiana","0.057","0.144","0.324","0.307","0.168"
"Maine","0.039","0.107","0.287","0.369","0.199"
"Maryland","0.029","0.111","0.309","0.361","0.191"
"Massachusetts","0.026","0.098","0.291","0.357","0.229"
"Michigan","0.042","0.125","0.314","0.353","0.166"
"Minnesota","0.026","0.100","0.296","0.385","0.193"
"Mississippi","0.064","0.174","0.358","0.270","0.134"
"Missouri","0.047","0.129","0.309","0.343","0.173"
"Montana","0.038","0.103","0.306","0.355","0.197"
"Nebraska","0.028","0.110","0.313","0.369","0.180"
"Nevada","0.054","0.133","0.309","0.327","0.176"
"New Hampshire","0.028","0.099","0.298","0.381","0.193"
"New Jersey","0.034","0.114","0.302","0.339","0.210"
"New Mexico","0.043","0.149","0.329","0.299","0.180"
"New York","0.036","0.119","0.313","0.328","0.205"
"North Carolina","0.039","0.115","0.307","0.348","0.191"
"North Dakota","0.031","0.108","0.321","0.363","0.177"
"Ohio","0.040","0.126","0.318","0.343","0.172"
"Oklahoma","0.054","0.150","0.313","0.317","0.166"
"Oregon","0.036","0.113","0.307","0.352","0.191"
"Pennsylvania","0.037","0.122","0.311","0.350","0.180"
"Rhode Island","0.031","0.105","0.289","0.375","0.199"
"South Carolina","0.049","0.132","0.318","0.327","0.175"
"South Dakota","0.031","0.109","0.305","0.366","0.189"
"Tennessee","0.051","0.137","0.308","0.339","0.166"
"Texas","0.046","0.135","0.317","0.310","0.192"
"Utah","0.031","0.098","0.290","0.368","0.213"
"Vermont","0.031","0.089","0.293","0.388","0.199"
"Virginia","0.031","0.114","0.303","0.361","0.192"
"Washington","0.034","0.108","0.296","0.364","0.198"
"West Virginia","0.070","0.157","0.339","0.309","0.125"
"Wisconsin","0.034","0.093","0.316","0.388","0.169"
"Wyoming","0.042","0.100","0.298","0.347","0.214"
"Guam","0.037","0.142","0.355","0.271","0.195"
"Puerto Rico","0.038","0.249","0.315","0.170","0.227"
"U.S. Virgin Islands","N/A","N/A","N/A","N/A","N/A"

"Notes"
"Data based on the Behavioral Risk Factor Surveillance System, an ongoing, state-based, random-digit-dialed telephone survey of non-institutionalized civilian adults aged 18 years and older. Information about the BRFSS is available at [http://www.cdc.gov/brfss/index.html](http://www.cdc.gov/brfss/index.html)."

"Sources"
"KFF analysis of the Centers for Disease Control and Prevention (CDC)'s 2013-2024 Behavioral Risk Factor Surveillance System (BRFSS)."

"Definitions"
"*NSD*: Estimates are not provided if the relative standard error exceeds 30% or if the denominator is based on fewer than 50 respondents in the unweighted sample. "
""
"*N/A*: Data not available. US Virgin Islands is only included in BRFSS in 2016, 2023, and 2024. Due to limited data, New Jersey was not included in the 2019 BRFSS aggregated data set. Florida was unable to collect BRFSS data over enough months to meet the minimum requirements for inclusion in 2021, and Kentucky and Pennsylvania did not meet minimum requirements for inclusion in 2023. Tennessee was unable to collect enough data to meet the minimum requirements for inclusion in 2024."


Footnotes
"1. US totals exclude data from the territories."
